"Year","Age","Triangle","Cohort","Population","Deaths" 
1996,44,1,1952,206664.01,250
1996,44,2,1951,204770.05,233
1996,45,1,1951,202211.36,272
1996,45,2,1950,200209.25,253
1996,46,1,1950,197604.41,265
1996,46,2,1949,195548.44,252
1996,47,1,1949,192886.12,282
1996,47,2,1948,190777.68,268
1996,48,1,1948,187978.54,331
1996,48,2,1947,185789.19,316
1996,49,1,1947,182870.09,340
1996,49,2,1946,180620.92,326
1996,50,1,1946,177715.03,358
1996,50,2,1945,175522.34,343
1996,51,1,1945,172673.76,381
1996,51,2,1944,170590.74,366
1996,52,1,1944,167894.17,408
1996,52,2,1943,165998.31,391
1996,53,1,1943,163592.49,435
1996,53,2,1942,162011.52,416
1996,54,1,1942,159852.36,398
1996,54,2,1941,158502.13,379
1996,55,1,1941,156450.92,455
1996,55,2,1940,155234.18,432
1996,56,1,1940,153228.36,520
1996,56,2,1939,152181.96,491
1996,57,1,1939,150307.17,499
1996,57,2,1938,149456.9,468
1996,58,1,1938,147878.97,523
1996,58,2,1937,147340.76,490
1996,59,1,1937,145882.37,571
1996,59,2,1936,145523.65,534
1996,60,1,1936,144089.36,627
1996,60,2,1935,143850.52,585
1996,61,1,1935,142363.29,644
1996,61,2,1934,142141.77,600
1996,62,1,1934,140592.38,672
1996,62,2,1933,140377.7,625
1996,63,1,1933,138843.65,754
1996,63,2,1932,138765.87,700
1996,64,1,1932,137023.93,827
1996,64,2,1931,136863.89,766
1996,65,1,1931,135012.1,884
1996,65,2,1930,134843.5,818
1996,66,1,1930,132898.88,953
1996,66,2,1929,132720.43,881
1996,67,1,1929,130398.37,1069
1996,67,2,1928,130045.26,987
1996,68,1,1928,127251.42,1082
1996,68,2,1927,126625.95,999
1996,69,1,1927,123401.35,1141
1996,69,2,1926,122422.34,1053
1996,70,1,1926,118922.36,1172
1996,70,2,1925,117722.79,1080
1996,71,1,1925,113935.83,1285
1996,71,2,1924,112545.76,1181
1996,72,1,1924,108372.32,1396
1996,72,2,1923,106814.1,1282
1996,73,1,1923,102219.92,1514
1996,73,2,1922,100515.78,1388
1996,74,1,1922,95558.91,1446
1996,74,2,1921,93701.13,1322
1996,75,1,1921,88005.29,1570
1996,75,2,1920,85687.96,1430
1996,76,1,1920,80372.91,1606
1996,76,2,1919,79022.66,1460
1996,77,1,1919,74314.07,1586
1996,77,2,1918,73842.67,1438
1996,78,1,1918,68982.41,1642
1996,78,2,1917,68333.79,1480
1996,79,1,1917,63884.75,1739
1996,79,2,1916,63704.98,1559
1996,80,1,1916,61181.47,1860
1996,80,2,1915,61729.69,1656
1996,81,1,1915,58489.89,2034
1996,81,2,1914,58703.09,1797
1996,82,1,1914,54632.44,2034
1996,82,2,1913,54143.79,1785
1996,83,1,1913,49445.44,2106
1996,83,2,1912,48370.1,1838
1996,84,1,1912,43553.48,2069
1996,84,2,1911,42365.86,1791
1996,85,1,1911,37723.9,2041
1996,85,2,1910,36620.95,1748
1996,86,1,1910,32053.66,1924
1996,86,2,1909,30861.36,1627
1996,87,1,1909,26610.04,1780
1996,87,2,1908,25471.71,1486
1996,88,1,1908,21773.54,1610
1996,88,2,1907,20888.37,1327
1996,89,1,1907,17497.87,1507
1996,89,2,1906,16659.37,1225
1996,90,1,1906,13831.29,1300
1996,90,2,1905,13269.2,1041
1996,91,1,1905,10954.79,1133
1996,91,2,1904,10577.38,896
1996,92,1,1904,8491.5,978
1996,92,2,1903,8064.63,763
1996,93,1,1903,6298.9,791
1996,93,2,1902,5903.16,607
1996,94,1,1902,4526.24,620
1996,94,2,1901,4225.32,469
1996,95,1,1901,3236.66,465
1996,95,2,1900,3064,347
1996,96,1,1900,2207.84,356
1996,96,2,1899,1961.68,263
1996,97,1,1899,1363.4,212
1996,97,2,1898,1182.12,154
1996,98,1,1898,860.72,172
1996,98,2,1897,816.31,123
1996,99,1,1897,558.2,134
1996,99,2,1896,517.09,94
1996,100,1,1896,332.31,66.68
1996,100,2,1895,292.95,51.42
1996,101,1,1895,187.88,40.31
1996,101,2,1894,164.91,30.68
1996,102,1,1894,104.2,23.63
1996,102,2,1893,92.35,18.17
1996,103,1,1893,57,13.76
1996,103,2,1892,50.26,10.44
1996,104,1,1892,30.13,7.77
1996,104,2,1891,26.25,5.82
1996,105,1,1891,15.19,4.26
1996,105,2,1890,13.03,3.09
1996,106,1,1890,7.21,2.23
1996,106,2,1889,6.08,1.59
1996,107,1,1889,2.97,1.13
1996,107,2,1888,2.25,0.8
1996,108,1,1888,0.99,0.56
1996,108,2,1887,0.91,0.39
1996,109,1,1887,0.26,0.27
1996,109,2,1886,0,0
1996,110,1,1886,0,0
1996,110,2,1885,0,0
1996,111,1,1885,0,0
1996,111,2,1884,0,0
1996,112,1,1884,0,0
1996,112,2,1883,0,0
1996,113,1,1883,0,0
1996,113,2,1882,0,0
1996,114,1,1882,0,0
1996,114,2,1881,0,0
1996,115,1,1881,0,0
1996,115,2,1880,0,0
1996,116,1,1880,0,0
1996,116,2,1879,0,0
1996,117,1,1879,0,0
1996,117,2,1878,0,0
1996,118,1,1878,0,0
1996,118,2,1877,0,0
1996,119,1,1877,0,0
1996,119,2,1876,0,0
1996,120,1,1876,0,0
1996,120,2,1875,0,0
1996,121,1,1875,0,0
1996,121,2,1874,0,0
1996,122,1,1874,0,0
1996,122,2,1873,0,0
1996,123,1,1873,0,0
1996,123,2,1872,0,0
1996,124,1,1872,0,0
1996,124,2,1871,0,0
1996,125,1,1871,0,0
1996,125,2,1870,0,0
1996,126,1,1870,0,0
1996,126,2,1869,0,0
1996,127,1,1869,0,0
1996,127,2,1868,0,0
1996,128,1,1868,0,0
1996,128,2,1867,0,0
1996,129,1,1867,0,0
1996,129,2,1866,0,0
1996,130,1,1866,0,0
1996,130,2,1865,0,0
1997,0,1,1997,336284,4905
1997,0,2,1996,324888.96,805
1997,1,1,1996,324379.82,284
1997,1,2,1995,320714.77,201
1997,2,1,1995,326921.4,147
1997,2,2,1994,328427.52,109
1997,3,1,1994,329737.36,86
1997,3,2,1993,327984.01,66
1997,4,1,1993,331262.62,77
1997,4,2,1992,331468.66,60
1997,5,1,1992,334365.44,54
1997,5,2,1991,335173.4,44
1997,6,1,1991,336768.91,46
1997,6,2,1990,337386,38
1997,7,1,1990,339104.3,45
1997,7,2,1989,340671.1,39
1997,8,1,1989,336921.77,27
1997,8,2,1988,334154.81,23
1997,9,1,1988,331390.81,49
1997,9,2,1987,328751.48,43
1997,10,1,1987,326797.37,35
1997,10,2,1986,324509.7,32
1997,11,1,1986,323017.43,38
1997,11,2,1985,321059.96,35
1997,12,1,1985,320203.73,38
1997,12,2,1984,319076.94,34
1997,13,1,1984,319525.07,52
1997,13,2,1983,320021.41,48
1997,14,1,1983,321695.14,62
1997,14,2,1982,323548.87,58
1997,15,1,1982,325585.98,59
1997,15,2,1981,327679.43,54
1997,16,1,1981,329806.55,81
1997,16,2,1980,331833.81,75
1997,17,1,1980,333604.92,78
1997,17,2,1979,335182.07,72
1997,18,1,1979,334652.22,86
1997,18,2,1978,334116.88,81
1997,19,1,1978,330119.66,76
1997,19,2,1977,326651.79,72
1997,20,1,1977,320372.08,111
1997,20,2,1976,315083.13,105
1997,21,1,1976,308347.85,105
1997,21,2,1975,302614.97,99
1997,22,1,1975,296113.85,95
1997,22,2,1974,290361.17,90
1997,23,1,1974,284558.52,89
1997,23,2,1973,279239.18,85
1997,24,1,1973,274701.16,96
1997,24,2,1972,270336.62,89
1997,25,1,1972,266733.52,92
1997,25,2,1971,263111.09,86
1997,26,1,1971,259592.56,107
1997,26,2,1970,256119.49,100
1997,27,1,1970,252642.23,96
1997,27,2,1969,249396.07,88
1997,28,1,1969,246578.51,106
1997,28,2,1968,244080.8,97
1997,29,1,1968,242148.28,113
1997,29,2,1967,240519.3,104
1997,30,1,1967,239172.22,117
1997,30,2,1966,238058.88,108
1997,31,1,1966,236988.25,101
1997,31,2,1965,236108.26,93
1997,32,1,1965,235193.98,115
1997,32,2,1964,234487.22,106
1997,33,1,1964,233587.21,130
1997,33,2,1963,232944.92,122
1997,34,1,1963,231927.41,136
1997,34,2,1962,231217.48,127
1997,35,1,1962,230148.23,122
1997,35,2,1961,229411.12,115
1997,36,1,1961,228396.39,153
1997,36,2,1960,227733.52,145
1997,37,1,1960,226752.48,156
1997,37,2,1959,226124.09,147
1997,38,1,1959,225081.32,181
1997,38,2,1958,224396.06,170
1997,39,1,1958,223239.84,183
1997,39,2,1957,222461.12,171
1997,40,1,1957,221190.46,207
1997,40,2,1956,220315.25,193
1997,41,1,1956,218948.05,211
1997,41,2,1955,217990.88,196
1997,42,1,1955,216537.92,231
1997,42,2,1954,215504.32,216
1997,43,1,1954,213720.06,260
1997,43,2,1953,212408.64,241
1997,44,1,1953,210207.75,250
1997,44,2,1952,208540.97,233
1997,45,1,1952,206075.6,280
1997,45,2,1951,204194.47,263
1997,46,1,1951,201615.64,292
1997,46,2,1950,199647.38,277
1997,47,1,1950,197015.04,292
1997,47,2,1949,194980.56,277
1997,48,1,1949,192260.78,315
1997,48,2,1948,190152.89,301
1997,49,1,1948,187290.17,367
1997,49,2,1947,185105.25,351
1997,50,1,1947,182134.51,364
1997,50,2,1946,179892.72,350
1997,51,1,1946,176932.14,390
1997,51,2,1945,174741.78,376
1997,52,1,1945,171850.62,397
1997,52,2,1944,169773.03,381
1997,53,1,1944,167041.39,439
1997,53,2,1943,165154.46,420
1997,54,1,1943,162747.61,424
1997,54,2,1942,161183.59,405
1997,55,1,1942,159002.66,426
1997,55,2,1941,157644.66,404
1997,56,1,1941,155500.47,489
1997,56,2,1940,154245.75,462
1997,57,1,1940,152200.38,503
1997,57,2,1939,151126.44,473
1997,58,1,1939,149245.55,514
1997,58,2,1938,148384.18,481
1997,59,1,1938,146759.28,543
1997,59,2,1937,146204.08,507
1997,60,1,1937,144679.81,588
1997,60,2,1936,144286.21,548
1997,61,1,1936,142805.78,635
1997,61,2,1935,142540.8,591
1997,62,1,1935,140998.07,681
1997,62,2,1934,140760.06,633
1997,63,1,1934,139115.89,704
1997,63,2,1933,138867.44,653
1997,64,1,1933,137232.57,799
1997,64,2,1932,137122.97,741
1997,65,1,1932,135281.38,885
1997,65,2,1931,135114.69,818
1997,66,1,1931,133171.91,929
1997,66,2,1930,133005.32,859
1997,67,1,1930,130888.31,1054
1997,67,2,1929,130669.48,972
1997,68,1,1929,128197.21,1079
1997,68,2,1928,127793.89,996
1997,69,1,1928,124942.44,1110
1997,69,2,1927,124292.35,1023
1997,70,1,1927,120985.35,1233
1997,70,2,1926,120029.94,1135
1997,71,1,1926,116409.22,1232
1997,71,2,1925,115221.91,1131
1997,72,1,1925,111253.28,1378
1997,72,2,1924,109816.54,1265
1997,73,1,1924,105438.69,1442
1997,73,2,1923,103798.07,1320
1997,74,1,1923,99074.86,1532
1997,74,2,1922,97292.69,1401
1997,75,1,1922,92119.11,1589
1997,75,2,1921,90182.63,1447
1997,76,1,1921,84080.14,1679
1997,76,2,1920,81577.17,1526
1997,77,1,1920,76053.42,1664
1997,77,2,1919,74637.46,1507
1997,78,1,1919,69885.14,1652
1997,78,2,1918,69469.03,1490
1997,79,1,1918,64502.45,1745
1997,79,2,1917,63884.52,1565
1997,80,1,1917,60279.92,1840
1997,80,2,1916,60429.25,1638
1997,81,1,1916,57525.47,2014
1997,81,2,1915,58039.69,1780
1997,82,1,1915,54659.89,2064
1997,82,2,1914,54872.09,1812
1997,83,1,1914,50708.94,2172
1997,83,2,1913,50252.79,1895
1997,84,1,1913,45467.44,2179
1997,84,2,1912,44463.1,1886
1997,85,1,1912,39656.48,2099
1997,85,2,1911,38533.86,1798
1997,86,1,1911,33952.4,2105
1997,86,2,1910,32948.95,1780
1997,87,1,1910,28527.66,1877
1997,87,2,1909,27454.36,1568
1997,88,1,1909,23411.54,1747
1997,88,2,1908,22375.71,1439
1997,89,1,1908,18845.04,1601
1997,89,2,1907,18054.37,1301
1997,90,1,1907,14896.87,1365
1997,90,2,1906,14134.37,1094
1997,91,1,1906,11598.79,1187
1997,91,2,1905,11095.2,938
1997,92,1,1905,9026.79,1036
1997,92,2,1904,8703.38,807
1997,93,1,1904,6880.5,842
1997,93,2,1903,6510.63,646
1997,94,1,1903,5010.4,687
1997,94,2,1902,4676.16,520
1997,95,1,1902,3528.24,523
1997,95,2,1901,3291.32,391
1997,96,1,1901,2474.66,424
1997,96,2,1900,2361,312
1997,97,1,1900,1661.84,293
1997,97,2,1899,1486.68,212
1997,98,1,1899,1006.9,164
1997,98,2,1898,856.12,117
1997,99,1,1898,605.72,123
1997,99,2,1897,559.31,87
1997,100,1,1897,381.12,80.54
1997,100,2,1896,356.41,66.48
1997,101,1,1896,225.65,52.36
1997,101,2,1895,201.22,39.86
1997,102,1,1895,124.39,30.85
1997,102,2,1894,110.59,23.19
1997,103,1,1894,67.22,17.64
1997,103,2,1893,60.43,13.39
1997,104,1,1893,35.79,10.01
1997,104,2,1892,32.05,7.51
1997,105,1,1892,18.31,5.53
1997,105,2,1891,16.17,4.09
1997,106,1,1891,8.84,2.96
1997,106,2,1890,7.71,2.12
1997,107,1,1890,3.94,1.51
1997,107,2,1889,3.36,1.07
1997,108,1,1889,1.32,0.75
1997,108,2,1888,0.89,0.53
1997,109,1,1888,0.18,0.37
1997,109,2,1887,0.25,0.25
1997,110,1,1887,0,0
1997,110,2,1886,0,0
1997,111,1,1886,0,0
1997,111,2,1885,0,0
1997,112,1,1885,0,0
1997,112,2,1884,0,0
1997,113,1,1884,0,0
1997,113,2,1883,0,0
1997,114,1,1883,0,0
1997,114,2,1882,0,0
1997,115,1,1882,0,0
1997,115,2,1881,0,0
1997,116,1,1881,0,0
1997,116,2,1880,0,0
1997,117,1,1880,0,0
1997,117,2,1879,0,0
1997,118,1,1879,0,0
1997,118,2,1878,0,0
1997,119,1,1878,0,0
1997,119,2,1877,0,0
1997,120,1,1877,0,0
1997,120,2,1876,0,0
1997,121,1,1876,0,0
1997,121,2,1875,0,0
1997,122,1,1875,0,0
1997,122,2,1874,0,0
1997,123,1,1874,0,0
1997,123,2,1873,0,0
1997,124,1,1873,0,0
1997,124,2,1872,0,0
1997,125,1,1872,0,0
1997,125,2,1871,0,0
1997,126,1,1871,0,0
1997,126,2,1870,0,0
1997,127,1,1870,0,0
1997,127,2,1869,0,0
1997,128,1,1869,0,0
1997,128,2,1868,0,0
1997,129,1,1868,0,0
1997,129,2,1867,0,0
1997,130,1,1867,0,0
1997,130,2,1866,0,0
1998,0,1,1998,331856,4800
1998,0,2,1997,332724.35,787
1998,1,1,1997,331205.96,251
1998,1,2,1996,327961.87,178
1998,2,1,1996,328604.03,155
1998,2,2,1995,325377.28,115
1998,3,1,1995,330832.76,101
1998,3,2,1994,331470.72,78
1998,4,1,1994,332809.75,65
1998,4,2,1993,331039.58,51
1998,5,1,1993,333850.82,41
1998,5,2,1992,333547.48,33
1998,6,1,1992,335902.06,56
1998,6,2,1991,336143.83,47
1998,7,1,1991,337325.89,44
1998,7,2,1990,337531.5,37
1998,8,1,1990,338686.87,39
1998,8,2,1989,339684.73,34
1998,9,1,1989,336361.75,35
1998,9,2,1988,334024.15,31
1998,10,1,1988,331488.77,45
1998,10,2,1987,329082.05,39
1998,11,1,1987,327191.76,44
1998,11,2,1986,324971.9,40
1998,12,1,1986,323374.3,45
1998,12,2,1985,321326.51,42
1998,13,1,1985,320305.4,41
1998,13,2,1984,319024.73,38
1998,14,1,1984,319408.97,43
1998,14,2,1983,319837.42,40
1998,15,1,1983,321575.98,63
1998,15,2,1982,323487.53,59
1998,16,1,1982,325587.24,91
1998,16,2,1981,327773.28,83
1998,17,1,1981,329931.95,82
1998,17,2,1980,332021.78,77
1998,18,1,1980,333684.15,106
1998,18,2,1979,335182.55,100
1998,19,1,1979,334372.78,83
1998,19,2,1978,333583.52,79
1998,20,1,1978,329345.59,98
1998,20,2,1977,325655.03,92
1998,21,1,1977,319372,84
1998,21,2,1976,314074.72,80
1998,22,1,1976,307482.43,98
1998,22,2,1975,301861.54,93
1998,23,1,1975,295503.98,80
1998,23,2,1974,289873.85,75
1998,24,1,1974,284230.12,95
1998,24,2,1973,279058.7,89
1998,25,1,1973,274616.08,93
1998,25,2,1972,270349.94,88
1998,26,1,1972,266713.45,94
1998,26,2,1971,263058.63,88
1998,27,1,1971,259446.78,106
1998,27,2,1970,255880.39,98
1998,28,1,1970,252356.26,102
1998,28,2,1969,249067.22,94
1998,29,1,1969,246255.31,104
1998,29,2,1968,243768.25,96
1998,30,1,1968,241875.63,103
1998,30,2,1967,240276.56,95
1998,31,1,1967,238957.53,114
1998,31,2,1966,237860.25,105
1998,32,1,1966,236773.18,120
1998,32,2,1965,235891.75,111
1998,33,1,1965,234939.87,123
1998,33,2,1964,234221.49,114
1998,34,1,1964,233292.55,128
1998,34,2,1963,232628.34,121
1998,35,1,1963,231593.05,149
1998,35,2,1962,230878.34,141
1998,36,1,1962,229792.23,122
1998,36,2,1961,229051.26,114
1998,37,1,1961,228043.64,138
1998,37,2,1960,227371.87,130
1998,38,1,1960,226396.9,152
1998,38,2,1959,225755.57,143
1998,39,1,1959,224701.81,187
1998,39,2,1958,224006.56,175
1998,40,1,1958,222841.86,174
1998,40,2,1957,222051.67,163
1998,41,1,1957,220782.22,197
1998,41,2,1956,219890.23,183
1998,42,1,1956,218525.36,206
1998,42,2,1955,217556.51,192
1998,43,1,1955,216078.31,228
1998,43,2,1954,215012.48,213
1998,44,1,1954,213209.08,239
1998,44,2,1953,211857.52,223
1998,45,1,1953,209625.06,280
1998,45,2,1952,207939.72,264
1998,46,1,1952,205447.19,278
1998,46,2,1951,203568.9,262
1998,47,1,1951,200976.92,333
1998,47,2,1950,199034.52,317
1998,48,1,1950,196365.66,312
1998,48,2,1949,194354.67,297
1998,49,1,1949,191561.45,375
1998,49,2,1948,189459.1,360
1998,50,1,1948,186540.81,368
1998,50,2,1947,184362.3,354
1998,51,1,1947,181346.93,410
1998,51,2,1946,179108.51,395
1998,52,1,1946,176097.25,404
1998,52,2,1945,173912.21,387
1998,53,1,1945,170993.48,408
1998,53,2,1944,168909.32,391
1998,54,1,1944,166170.61,446
1998,54,2,1943,164292.62,426
1998,55,1,1943,161884.72,441
1998,55,2,1942,160338.67,418
1998,56,1,1942,158084.97,493
1998,56,2,1941,156728.19,465
1998,57,1,1941,154491.02,534
1998,57,2,1940,153244.33,502
1998,58,1,1940,151142.91,528
1998,58,2,1939,150073.93,494
1998,59,1,1939,148120.44,591
1998,59,2,1938,147278.47,552
1998,60,1,1938,145552.08,614
1998,60,2,1937,145033.41,574
1998,61,1,1937,143407.25,641
1998,61,2,1936,143026.76,596
1998,62,1,1936,141445.69,700
1998,62,2,1935,141188.07,651
1998,63,1,1935,139521.35,783
1998,63,2,1934,139313.35,727
1998,64,1,1934,137519.91,779
1998,64,2,1933,137284.17,721
1998,65,1,1933,135517.98,841
1998,65,2,1932,135381.07,777
1998,66,1,1932,133447.83,933
1998,66,2,1931,133268.5,861
1998,67,1,1931,131191.72,1030
1998,67,2,1930,131025.13,950
1998,68,1,1930,128732.24,1148
1998,68,2,1929,128517.54,1061
1998,69,1,1929,125881.06,1191
1998,69,2,1928,125505.52,1099
1998,70,1,1928,122469.95,1224
1998,70,2,1927,121842.75,1127
1998,71,1,1927,118426.84,1266
1998,71,2,1926,117495.53,1164
1998,72,1,1926,113719.08,1419
1998,72,2,1925,112577.03,1303
1998,73,1,1925,108365.73,1489
1998,73,2,1924,106957.31,1364
1998,74,1,1924,102374.57,1551
1998,74,2,1923,100726.04,1418
1998,75,1,1923,95734.81,1682
1998,75,2,1922,93913.6,1532
1998,76,1,1922,88409.81,1764
1998,76,2,1921,86430.12,1603
1998,77,1,1921,79959.49,1759
1998,77,2,1920,77312.37,1594
1998,78,1,1920,71544.42,1876
1998,78,2,1919,70139.26,1694
1998,79,1,1919,65193.22,1850
1998,79,2,1918,64940.38,1660
1998,80,1,1918,60587.76,1887
1998,80,2,1917,59928.59,1681
1998,81,1,1917,56678.42,1886
1998,81,2,1916,56777.25,1668
1998,82,1,1916,53723.97,2115
1998,82,2,1915,54195.69,1857
1998,83,1,1915,50644.39,2221
1998,83,2,1914,50888.09,1938
1998,84,1,1914,46559.44,2323
1998,84,2,1913,46178.79,2010
1998,85,1,1913,41335.94,2306
1998,85,2,1912,40478.1,1975
1998,86,1,1912,35639.98,2193
1998,86,2,1911,34630.86,1854
1998,87,1,1911,30165.4,2081
1998,87,2,1910,29291.95,1738
1998,88,1,1910,25026.66,1989
1998,88,2,1909,24139.36,1640
1998,89,1,1909,20193.04,1783
1998,89,2,1908,19335.71,1449
1998,90,1,1908,16017.04,1548
1998,90,2,1907,15388.37,1241
1998,91,1,1907,12463.87,1359
1998,91,2,1906,11853.37,1073
1998,92,1,1906,9497.79,1163
1998,92,2,1905,9121.2,906
1998,93,1,1905,7255.29,989
1998,93,2,1904,7054.38,759
1998,94,1,1904,5447,763
1998,94,2,1903,5177.63,579
1998,95,1,1903,3871.4,655
1998,95,2,1902,3633.16,489
1998,96,1,1902,2639.74,464
1998,96,2,1901,2476.32,341
1998,97,1,1901,1816.16,357
1998,97,2,1900,1756,259
1998,98,1,1900,1212.84,255
1998,98,2,1899,1110.68,182
1998,99,1,1899,707.4,184
1998,99,2,1898,616.12,130
1998,100,1,1898,403.19,81.62
1998,100,2,1897,391.77,71.5
1998,101,1,1897,256.2,56.19
1998,101,2,1896,237.57,45.43
1998,102,1,1896,148.27,35.04
1998,102,2,1895,130.52,26.11
1998,103,1,1895,79.82,19.78
1998,103,2,1894,69.77,14.54
1998,104,1,1894,42.11,10.82
1998,104,2,1893,37.02,8.03
1998,105,1,1893,21.85,5.88
1998,105,2,1892,19.01,4.31
1998,106,1,1892,10.79,3.1
1998,106,2,1891,9.13,2.24
1998,107,1,1891,4.92,1.59
1998,107,2,1890,4.08,1.11
1998,108,1,1890,1.98,0.78
1998,108,2,1889,1.53,0.54
1998,109,1,1889,0.49,0.37
1998,109,2,1888,0,0
1998,110,1,1888,0,0
1998,110,2,1887,0,0
1998,111,1,1887,0,0
1998,111,2,1886,0,0
1998,112,1,1886,0,0
1998,112,2,1885,0,0
1998,113,1,1885,0,0
1998,113,2,1884,0,0
1998,114,1,1884,0,0
1998,114,2,1883,0,0
1998,115,1,1883,0,0
1998,115,2,1882,0,0
1998,116,1,1882,0,0
1998,116,2,1881,0,0
1998,117,1,1881,0,0
1998,117,2,1880,0,0
1998,118,1,1880,0,0
1998,118,2,1879,0,0
1998,119,1,1879,0,0
1998,119,2,1878,0,0
1998,120,1,1878,0,0
1998,120,2,1877,0,0
1998,121,1,1877,0,0
1998,121,2,1876,0,0
1998,122,1,1876,0,0
1998,122,2,1875,0,0
1998,123,1,1875,0,0
1998,123,2,1874,0,0
1998,124,1,1874,0,0
1998,124,2,1873,0,0
1998,125,1,1873,0,0
1998,125,2,1872,0,0
1998,126,1,1872,0,0
1998,126,2,1871,0,0
1998,127,1,1871,0,0
1998,127,2,1870,0,0
1998,128,1,1870,0,0
1998,128,2,1869,0,0
1998,129,1,1869,0,0
1998,129,2,1868,0,0
1998,130,1,1868,0,0
1998,130,2,1867,0,0
1999,0,1,1999,333511,4587
1999,0,2,1998,329196.6,752
1999,1,1,1998,333477.93,208
1999,1,2,1997,334377.05,147
1999,2,1,1997,334300.77,150
1999,2,2,1996,331790.78,110
1999,3,1,1996,332974.24,86
1999,3,2,1995,330171.8,66
1999,4,1,1995,334824.62,42
1999,4,2,1994,334565.93,33
1999,5,1,1994,335937.14,53
1999,5,2,1993,334146.15,43
1999,6,1,1993,336457.01,48
1999,6,2,1992,335651.29,39
1999,7,1,1992,337440.69,44
1999,7,2,1991,337113.27,37
1999,8,1,1991,337894.36,37
1999,8,2,1990,337684.01,32
1999,9,1,1990,338271.44,37
1999,9,2,1989,338695.35,33
1999,10,1,1989,335796.23,44
1999,10,2,1988,333889.49,39
1999,11,1,1988,331579.72,43
1999,11,2,1987,329407.62,40
1999,12,1,1987,327578.65,42
1999,12,2,1986,325419.1,38
1999,13,1,1986,323727.18,47
1999,13,2,1985,321583.06,42
1999,14,1,1985,320404.07,55
1999,14,2,1984,318977.52,50
1999,15,1,1984,319282.87,60
1999,15,2,1983,319660.43,56
1999,16,1,1983,321429.32,71
1999,16,2,1982,323393.2,65
1999,17,1,1982,325568.5,91
1999,17,2,1981,327837.13,84
1999,18,1,1981,330042.36,82
1999,18,2,1980,332179.74,77
1999,19,1,1980,333754.87,97
1999,19,2,1979,335158.03,92
1999,20,1,1979,334083.34,94
1999,20,2,1978,333030.15,88
1999,21,1,1978,328574.53,86
1999,21,2,1977,324665.27,82
1999,22,1,1977,318390.92,90
1999,22,2,1976,313098.32,86
1999,23,1,1976,306627.51,93
1999,23,2,1975,301129.11,88
1999,24,1,1975,294897.11,88
1999,24,2,1974,289395.54,83
1999,25,1,1974,283891.72,105
1999,25,2,1973,278877.21,98
1999,26,1,1973,274533.99,79
1999,26,2,1972,270362.26,74
1999,27,1,1972,266696.38,102
1999,27,2,1971,263005.17,95
1999,28,1,1971,259302,92
1999,28,2,1970,255637.3,84
1999,29,1,1970,252071.78,110
1999,29,2,1969,248734.36,101
1999,30,1,1969,245927.61,120
1999,30,2,1968,243466.71,110
1999,31,1,1968,241596.99,114
1999,31,2,1967,240045.82,106
1999,32,1,1967,238730.84,109
1999,32,2,1966,237645.61,102
1999,33,1,1966,236547.61,116
1999,33,2,1965,235649.24,108
1999,34,1,1965,234681.25,128
1999,34,2,1964,233949.77,120
1999,35,1,1964,232989.4,129
1999,35,2,1963,232299.76,121
1999,36,1,1963,231254.69,146
1999,36,2,1962,230525.2,136
1999,37,1,1962,229428.73,158
1999,37,2,1961,228707.4,149
1999,38,1,1961,227671.38,163
1999,38,2,1960,227029.23,153
1999,39,1,1960,226021.32,169
1999,39,2,1959,225385.06,158
1999,40,1,1959,224318.31,183
1999,40,2,1958,223621.06,171
1999,41,1,1958,222440.89,206
1999,41,2,1957,221660.21,192
1999,42,1,1957,220344.49,244
1999,42,2,1956,219480.21,228
1999,43,1,1956,218061.17,254
1999,43,2,1955,217129.14,238
1999,44,1,1955,215595.7,254
1999,44,2,1954,214544.63,237
1999,45,1,1954,212660.1,283
1999,45,2,1953,211294.41,266
1999,46,1,1953,209009.38,275
1999,46,2,1952,207309.47,259
1999,47,1,1952,204790.28,301
1999,47,2,1951,202903.32,285
1999,48,1,1951,200286.2,354
1999,48,2,1950,198361.66,337
1999,49,1,1950,195640.79,364
1999,49,2,1949,193648.79,348
1999,50,1,1949,190808.11,370
1999,50,2,1948,188705.32,356
1999,51,1,1948,185753.95,402
1999,51,2,1947,183570.36,386
1999,52,1,1947,180509.86,420
1999,52,2,1946,178265.3,402
1999,53,1,1946,175246.87,403
1999,53,2,1945,173060.65,386
1999,54,1,1945,170094.84,479
1999,54,2,1944,168028.61,457
1999,55,1,1944,165238.84,482
1999,55,2,1943,163407.78,458
1999,56,1,1943,160925.34,526
1999,56,2,1942,159413.74,495
1999,57,1,1942,157056.77,531
1999,57,2,1941,155705.71,497
1999,58,1,1941,153432.07,533
1999,58,2,1940,152177.9,499
1999,59,1,1940,149993.44,619
1999,59,2,1939,148923.41,579
1999,60,1,1939,146863.32,624
1999,60,2,1938,146030.75,583
1999,61,1,1938,144247.39,660
1999,61,2,1937,143742.74,614
1999,62,1,1937,142025.19,707
1999,62,2,1936,141654.31,657
1999,63,1,1936,139969.61,706
1999,63,2,1935,139673.35,655
1999,64,1,1935,137916.13,867
1999,64,2,1934,137697.64,803
1999,65,1,1934,135789.42,861
1999,65,2,1933,135590.9,797
1999,66,1,1933,133686.4,916
1999,66,2,1932,133555.16,845
1999,67,1,1932,131469.78,1011
1999,67,2,1931,131278.3,933
